ngram,freq1,freq2,LR,LL,Len_Corpus1,Len_Corpus2
shadows,656,39,2.9239120291911327,283.5067147269865,6752856,3083437
demonstration,306,18,2.919331474537181,132.9082846636977,6752856,3083437
sailed,107,6,2.916794707923717,47.50551010859422,6752856,3083437
south,4522,273,2.9165493411913954,1940.0367540163224,6752856,3083437
wallace,206,12,2.9151833581200695,89.88242544924717,6752856,3083437
ball,1940,117,2.914737347695797,832.7144167886474,6752856,3083437
lake,453,27,2.9126406034792116,195.53936190182094,6752856,3083437
simplest,271,16,2.9094558449212564,117.50299227103433,6752856,3083437
predictions,746,45,2.9052453864111936,320.17706895448157,6752856,3083437
velocity,1516,92,2.9041898985832075,648.7728399401465,6752856,3083437
foreground,106,6,2.9033114785600946,46.86290057252649,6752856,3083437
zealand,220,13,2.898788919869401,95.35165887967388,6752856,3083437
relativistic,138,8,2.8953209012741974,60.34778720538918,6752856,3083437
flashlight,138,8,2.8953209012741974,60.34778720538918,6752856,3083437
approximation,203,12,2.894070370966871,87.96788636445572,6752856,3083437
hull,268,16,2.8934257351023076,115.59235716291556,6752856,3083437
edges,333,20,2.89303252304185,143.21861724673164,6752856,3083437
disprove,706,43,2.8906438309605598,301.603955372128,6752856,3083437
travelling,478,29,2.8887736415995326,204.58723136616922,6752856,3083437
ballistic,121,7,2.886963484472611,52.964222352943096,6752856,3083437
rover,136,8,2.874335876144862,59.07034873942122,6752856,3083437
inverse,136,8,2.874335876144862,59.07034873942122,6752856,3083437
northern,1275,79,2.8730058047934657,540.1396161845634,6752856,3083437
hypothesis,1525,95,2.8666792130182563,644.3376260430897,6752856,3083437
rim,167,10,2.8647414390417234,71.92718134812648,6752856,3083437
foucault,135,8,2.863727776578881,58.43284924927991,6752856,3083437
measure,2046,128,2.8623599787245553,862.6462329521689,6752856,3083437
theory,7906,498,2.8564153595278414,3322.050261858408,6752856,3083437
simulate,166,10,2.8561025207678505,71.2916060411429,6752856,3083437
shapes,245,15,2.854424480403167,104.4001610349234,6752856,3083437
detect,403,25,2.8530410977816336,170.6262952428262,6752856,3083437
compression,118,7,2.850894229765089,51.04911461467785,6752856,3083437
north,4666,295,2.8501524365533544,1957.0019628372856,6752856,3083437
gradient,212,13,2.845473105336944,90.26904314026882,6752856,3083437
photography,149,9,2.845115737229868,63.908412648818086,6752856,3083437
approx,133,8,2.842274666912563,57.160348801848784,6752856,3083437
brighter,133,8,2.842274666912563,57.160348801848784,6752856,3083437
atmosphere,2561,163,2.83866792743183,1070.5274057422937,6752856,3083437
coast,618,39,2.8378906132746153,259.4395407654288,6752856,3083437
hoc,148,9,2.8354331838325293,63.27386729653624,6752856,3083437
molten,132,8,2.831427284675571,56.52537224183665,6752856,3083437
observing,397,25,2.831427284675571,166.84044291985802,6752856,3083437
continuous,319,20,2.8311616928042596,134.3548430813275,6752856,3083437
physicist,163,10,2.829870979194671,69.38902001137546,6752856,3083437
apollo,473,30,2.8255248543808476,198.06767409707163,6752856,3083437
phd,131,8,2.8204977245173115,55.89126150614349,6752856,3083437
totality,131,8,2.8204977245173115,55.89126150614349,6752856,3083437
deflection,146,9,2.8158709174540113,62.00711089186305,6752856,3083437
frequencies,115,7,2.813900022282888,49.142551859391666,6752856,3083437
hypotheses,237,15,2.8066289693067836,99.34851861344978,6752856,3083437
coordinates,436,28,2.805989405940047,181.42740243536184,6752856,3083437
mars,660,43,2.793512831873448,272.62059817586373,6752856,3083437
sizes,250,16,2.7933142503121036,104.21104365033582,6752856,3083437
lit,523,34,2.792562846627988,216.27396543265314,6752856,3083437
oceans,401,26,2.7903772994294638,166.04924238147532,6752856,3083437
path,2001,132,2.7860589274123257,821.2219956034515,6752856,3083437
reflected,324,21,2.7848514897723895,134.18899614894553,6752856,3083437
mathematics,459,30,2.782225290201497,189.28355102707476,6752856,3083437
planets,2153,143,2.7766022580415193,880.4525857298804,6752856,3083437
kg,247,16,2.7759321720838672,102.32875804419558,6752856,3083437
geographic,187,12,2.7759321720838672,77.84428508179916,6752856,3083437
magnitude,411,27,2.7724304833723146,169.0420883678244,6752856,3083437
speed,3856,258,2.7680975017152263,1570.7903081368122,6752856,3083437
believers,544,36,2.768005256312238,222.8913579903059,6752856,3083437
travelled,171,11,2.767544386591148,71.09572484622761,6752856,3083437
galactic,156,10,2.766743000629207,64.97488736902483,6752856,3083437
crescent,155,10,2.757494923827191,64.34731192745063,6752856,3083437
triangles,155,10,2.757494923827191,64.34731192745063,6752856,3083437
formula,1068,72,2.750503679120225,433.3244289284206,6752856,3083437
thrust,331,22,2.750053540258262,135.3103429953644,6752856,3083437
location,1804,122,2.7497870653700107,730.7220684050251,6752856,3083437
bottom,1533,104,2.7442948956614854,619.9066965337581,6752856,3083437
conservation,212,14,2.742379612372841,86.95739445347104,6752856,3083437
dime,168,11,2.742084401600194,69.21632089117863,6752856,3083437
fusion,329,22,2.741323135153726,134.06404427750158,6752856,3083437
traveled,270,18,2.739072994673214,110.19845801591774,6752856,3083437
equilibrium,109,7,2.7369380404680035,45.35685060884046,6752856,3083437
radial,138,9,2.7348562290809517,56.972786013508625,6752856,3083437
methodology,166,11,2.724857987489598,67.9670291621791,6752856,3083437
precession,166,11,2.724857987489598,67.9670291621791,6752856,3083437
phenomenon,830,57,2.7213878834933496,333.42960912942203,6752856,3083437
light,9540,664,2.712765349058282,3804.513815978865,6752856,3083437
debunked,308,21,2.7119035009226686,124.21268362540812,6752856,3083437
proportional,221,15,2.7060081546434915,89.34394557006038,6752856,3083437
proponent,135,9,2.703263104385635,55.09922900795887,6752856,3083437
above,6697,472,2.694278018096655,2652.324129898864,6752856,3083437
focal,148,10,2.6910432744973543,59.97674726427151,6752856,3083437
beach,529,37,2.6887097599718044,210.3956703439618,6752856,3083437
tesla,345,24,2.686873632748399,137.6241779695608,6752856,3083437
beam,485,34,2.683844605116372,192.65300745200318,6752856,3083437
maxwell,133,9,2.6818099947193175,53.854799311967874,6752856,3083437
directions,792,56,2.6791297390869304,313.10649020636794,6752856,3083437
bend,453,32,2.6716325039754167,179.18184473856564,6752856,3083437
navigate,241,17,2.6556379383661555,95.40203881052261,6752856,3083437
comet,144,10,2.6516498361972674,57.497866313642035,6752856,3083437
expedition,157,11,2.6446876388056144,62.38333361202352,6752856,3083437
razor,239,17,2.6436404052665625,94.17133539357599,6752856,3083437
disc,731,53,2.6422886442126887,284.93145433931693,6752856,3083437
cone,102,7,2.6416310803722762,40.99096480054088,6752856,3083437
deviation,143,10,2.6416310803722762,56.88037111553405,6752856,3083437
center,1878,137,2.641119168705098,729.4445933928678,6752856,3083437
bending,606,44,2.6376719806294613,236.01557740552272,6752856,3083437
airplanes,278,20,2.6330230891972968,108.83931591681593,6752856,3083437
circles,602,44,2.628125576626275,233.5692042233369,6752856,3083437
ross,101,7,2.6274868980520063,40.372121787740056,6752856,3083437
images,1667,123,2.6241453909626187,643.2473964027861,6752856,3083437
cosmology,167,12,2.613202672045759,65.42626203742097,6752856,3083437
ratio,287,21,2.610194967604988,111.28178064241915,6752856,3083437
debunking,153,11,2.607574465788515,59.92295634443466,6752856,3083437
islands,206,15,2.604843237507919,80.09830936377479,6752856,3083437
shills,112,8,2.5953599264420464,44.02673647473348,6752856,3083437
conclusively,112,8,2.5953599264420464,44.02673647473348,6752856,3083437
physics,1976,149,2.5937721420968574,752.8318241792153,6752856,3083437
vanish,124,9,2.5811159950998444,48.30373478000964,6752856,3083437
musk,123,9,2.5694812946164407,47.692191703893926,6752856,3083437
h,511,39,2.5638512580435746,193.2879581858749,6752856,3083437
trajectory,277,21,2.559120783010719,105.19616786002466,6752856,3083437
canal,134,10,2.5481865162532125,51.365605969449405,6752856,3083437
periodic,108,8,2.543129967669489,41.579521207014864,6752856,3083437
airplane,542,42,2.5431299676694885,203.13801430077314,6752856,3083437
bodies,1584,124,2.5388515887895013,589.9905044883352,6752856,3083437
container,184,14,2.538537587408173,69.72689869643844,6752856,3083437
dilation,145,11,2.5303549633266194,55.04503758987083,6752856,3083437
verify,637,50,2.5271116254697743,236.8713807597323,6752856,3083437
constellation,132,10,2.52657270314715,50.1511395208055,6752856,3083437
precision,346,27,2.5243934050879027,129.12562265606604,6752856,3083437
ceiling,207,16,2.5216149833511823,77.70184014149555,6752856,3083437
size,3154,251,2.517822622122757,1162.846257211401,6752856,3083437
layer,343,27,2.511848151768789,127.32167363832455,6752856,3083437
plates,243,19,2.5114173196954424,90.57642134853657,6752856,3083437
phase,455,36,2.510524261397382,168.3615125730667,6752856,3083437
decreases,155,12,2.5059561568312265,58.125578816595315,6752856,3083437
index,204,16,2.500604490058644,75.89502657864948,6752856,3083437
metres,142,11,2.50029772947044,53.23152664683511,6752856,3083437
spins,142,11,2.50029772947044,53.23152664683511,6752856,3083437
shaped,351,28,2.493532441383142,129.21644051293177,6752856,3083437
pressure,1891,153,2.492261792154545,689.9595709298449,6752856,3083437
tubes,153,12,2.487280232070803,56.92126993398705,6752856,3083437
pacific,299,24,2.4807439251489263,109.64587809979778,6752856,3083437
frequency,360,29,2.4802539763543296,131.71694297458973,6752856,3083437
traveling,641,52,2.4801015138989086,233.48643136063274,6752856,3083437
universal,885,72,2.4794809832123286,321.77595477090904,6752856,3083437
spheres,176,14,2.474584954618957,64.90768870888567,6752856,3083437
paths,468,38,2.4741602734396344,170.3724792006626,6752856,3083437
obstacle,163,13,2.4673008998099624,60.014731059473874,6752856,3083437
launched,308,25,2.4657429136532714,112.14990638930992,6752856,3083437
heights,271,22,2.4619968679500355,98.66807241150286,6752856,3083437
motions,283,23,2.4616576497399403,102.96333735434598,6752856,3083437
bing,548,45,2.4605947466798455,198.06011491318654,6752856,3083437
motion,1741,144,2.460230651561393,626.3099740300863,6752856,3083437
cruise,198,16,2.4576426542598533,72.30083857973685,6752856,3083437
gases,197,16,2.4503563001813604,71.70440861273981,6752856,3083437
direction,2852,238,2.4492072916458816,1020.0478835487701,6752856,3083437
merge,149,12,2.4491870608987294,54.52415893437985,6752856,3083437
lamp,172,14,2.4415131330133084,62.51790019149465,6752856,3083437
seas,148,12,2.43950450750139,53.92735067511771,6752856,3083437
sr,136,11,2.4382367613381883,49.632234010225,6752856,3083437
tfes,491,41,2.4350497514690046,175.5385056300093,6752856,3083437
variable,254,21,2.434298667848946,91.39867556534841,6752856,3083437
distorted,348,29,2.4314133729819303,124.5801029904728,6752856,3083437
effect,4753,402,2.430971048576759,1684.9770929480906,6752856,3083437
disproved,147,12,2.4297565309498275,53.33155595081328,6752856,3083437
upside,194,16,2.428273802103087,69.91972458182445,6752856,3083437
documentation,311,26,2.424209474936151,111.10061182891907,6752856,3083437
laboratory,181,15,2.4186710040842243,65.03055149653451,6752856,3083437
peer,368,31,2.417282462070502,130.8066003077593,6752856,3083437
invalid,251,21,2.417191411578778,89.62134270008153,6752856,3083437
approximately,496,42,2.4153005478660208,175.6990937547857,6752856,3083437
lengths,262,22,2.4133620926991592,93.32593212716372,6752856,3083437
heavenly,133,11,2.4061755521058896,47.84724311646817,6752856,3083437
proof,3939,340,2.4013274080620675,1377.4857263442232,6752856,3083437
theories,1621,140,2.397728564710229,566.6479148568158,6752856,3083437
solar,3546,307,2.396779208503555,1237.5226970921653,6752856,3083437
predicted,729,63,2.3911210576210737,254.7276364448209,6752856,3083437
speeds,579,50,2.3894949447300258,202.41615240646033,6752856,3083437
relative,1357,118,2.3870348102688137,472.1701134375741,6752856,3083437
aligned,234,20,2.3849336843726414,82.37619104193395,6752856,3083437
q&a,108,9,2.382665295476243,38.662790583250185,6752856,3083437
burden,654,57,2.3778009074762143,227.2042531115685,6752856,3083437
refute,231,20,2.3663579551175014,80.61464320126183,6752856,3083437
receiver,219,19,2.3617164871484584,76.32021432307015,6752856,3083437
scientifically,162,14,2.3553564892635936,56.60614143218237,6752856,3083437
masses,598,53,2.3527820270177036,205.3611470058229,6752856,3083437
explain,5465,489,2.3500142954499403,1864.2729584456836,6752856,3083437
laser,930,83,2.347199624060448,317.8269500915126,6752856,3083437
heavier,172,15,2.345297817754005,59.72900897008828,6752856,3083437
route,924,83,2.3378667934054924,314.34261729281684,6752856,3083437
railroad,160,14,2.3374900684700797,55.43521827475622,6752856,3083437
equation,923,83,2.3363054349837347,313.762517427283,6752856,3083437
shining,215,19,2.3351834167021983,73.98280035109215,6752856,3083437
camera,2219,201,2.3304245412724747,750.4383285642159,6752856,3083437
positioned,104,9,2.3284731951126463,36.305899172046914,6752856,3083437
needle,159,14,2.3284731951126463,54.85125936452397,6752856,3083437
planetary,279,25,2.3233207073470434,95.08009382179372,6752856,3083437
tide,235,21,2.3223600713860337,80.23900304531405,6752856,3083437
fora,454,41,2.322138629322531,153.86672511480452,6752856,3083437
radar,705,64,2.3203165936493586,238.05025535285003,6752856,3083437
believer,311,28,2.319239915334609,105.63100278927813,6752856,3083437
appear,2965,271,2.318292845121351,996.3011333822419,6752856,3083437
illusions,125,11,2.317023174369108,43.139096517812305,6752856,3083437
bouncing,125,11,2.317023174369108,43.139096517812305,6752856,3083437
impossibility,103,9,2.3146010205310885,35.7204368129683,6752856,3083437
corresponding,103,9,2.3146010205310885,35.7204368129683,6752856,3083437
estimate,364,33,2.3127273903445134,123.02489867281868,6752856,3083437
alignment,168,15,2.311450047270332,57.396589701947406,6752856,3083437
sight,884,81,2.3090317549347295,296.5075931672281,6752856,3083437
assumptions,871,80,2.3054815524864165,291.64380112341587,6752856,3083437
aristotle,145,13,2.299029417220164,49.39520482175889,6752856,3083437
dot,209,19,2.294445791312452,70.49948013047245,6752856,3083437
explained,1734,161,2.293955347067806,576.0620733960375,6752856,3083437
tables,219,20,2.2895667013926233,73.63215495832407,6752856,3083437
infinite,1236,115,2.2893390594492287,409.9956901226507,6752856,3083437
simulations,133,12,2.285881318388178,45.10481974279672,6752856,3083437
space,7998,753,2.277091628856401,2630.053173871537,6752856,3083437
reflecting,164,15,2.276789039823715,55.07978731029598,6752856,3083437
pictures,1521,143,2.275413268314257,500.68109151800354,6752856,3083437
samuel,238,22,2.2750339361511855,79.32372944668163,6752856,3083437
launch,821,77,2.2750339361511855,270.7429581110024,6752856,3083437
scientific,2720,257,2.2702690674646187,892.0762808252952,6752856,3083437
asserting,163,15,2.267992091586556,54.50311226210555,6752856,3083437
centre,647,61,2.265263453710025,212.53675272080008,6752856,3083437
â»,110,10,2.26462671308802,37.10498954235393,6752856,3083437
statute,151,14,2.254234564820728,50.21730491071071,6752856,3083437
tan,109,10,2.251511213297762,36.527547529256914,6752856,3083437
length,1269,122,2.242448317120284,410.8148605019625,6752856,3083437
mechanisms,129,12,2.241993674387178,42.7971410889814,6752856,3083437
lines,3432,331,2.2412205213972243,1108.3685100358045,6752856,3083437
edge,1686,163,2.235711353995393,543.4968156902344,6752856,3083437
tests,520,50,2.234584447022971,168.32013745989462,6752856,3083437
filter,221,21,2.233939710328269,72.17554277598421,6752856,3083437
gears,210,20,2.2291659949236613,68.46695497183327,6752856,3083437
cosmic,179,17,2.2275985933534335,58.48217490452743,6752856,3083437
error,1376,134,2.2243681085142857,441.11005899059006,6752856,3083437
clocks,158,15,2.2231842962278807,51.63549558404418,6752856,3083437
meter,260,25,2.2217557967823613,84.16006872994731,6752856,3083437
image,2832,277,2.2205578559457586,904.8186184761493,6752856,3083437
frames,229,22,2.219538823559482,74.17459814402781,6752856,3083437
sideways,137,13,2.217441882723902,44.78882122941666,6752856,3083437
vessel,106,10,2.2114337739224266,34.80458386333169,6752856,3083437
shrink,187,18,2.210334996229642,60.48154590710429,6752856,3083437
sail,166,16,2.2040258241881574,53.63508379276548,6752856,3083437
gr,346,34,2.1972286618343935,110.15077295190345,6752856,3083437
deck,115,11,2.197228661834393,37.37187236555995,6752856,3083437
accurate,2765,275,2.196457694620116,872.0254578423524,6752856,3083437
skies,135,13,2.1963031156657515,43.6495393818534,6752856,3083437
disappears,215,21,2.194320880862349,68.76586765658573,6752856,3083437
constant,1734,173,2.19055384918347,545.5263678796191,6752856,3083437
travel,2591,259,2.189022526502167,813.9101247185225,6752856,3083437
arc,673,67,2.1877601148868213,212.0889264154985,6752856,3083437
molecules,224,22,2.1877601148868213,71.34047765334778,6752856,3083437
inclination,114,11,2.18468340851528,36.803108530288725,6752856,3083437
moves,1028,103,2.181880697500957,322.33232896286955,6752856,3083437
accounted,193,19,2.1798291137575108,61.35557371890568,6752856,3083437
discrepancy,183,18,2.1792244636896116,58.21546646298455,6752856,3083437
summer,569,57,2.1771035572390853,178.43802639560676,6752856,3083437
mm,361,36,2.177068854546449,113.61415731724364,6752856,3083437
relation,419,42,2.17217764077747,131.33295899591016,6752856,3083437
zeteticism,172,17,2.170211111195914,54.51114376012213,6752856,3083437
positioning,103,10,2.1702111111959135,33.09626447896858,6752856,3083437
microwave,152,15,2.167510698538722,48.23074120263098,6752856,3083437
atlantic,152,15,2.167510698538722,48.23074120263098,6752856,3083437
elephant,191,19,2.1648399395380573,60.22857433129725,6752856,3083437
bishop,1112,113,2.1620827099255564,344.77602247195847,6752856,3083437
derail,151,15,2.1580192495614243,47.667334424428155,6752856,3083437
blount,102,10,2.1562042532020347,32.530219900676855,6752856,3083437
exhaust,219,22,2.1552656096810323,68.52632395881486,6752856,3083437
signal,667,68,2.153633520089738,206.26522002705087,6752856,3083437
aircraft,948,97,2.1512152261372135,292.3038237749938,6752856,3083437
rising,510,52,2.1505632096870277,157.69940030334573,6752856,3083437
empirically,121,12,2.149997890306405,38.246459602811676,6752856,3083437
scientists,1374,141,2.1490745251564194,422.65528151266227,6752856,3083437
ghosts,169,17,2.144900022666726,52.82473813592952,6752856,3083437
mechanism,574,59,2.1403868958135184,176.3345933386842,6752856,3083437
varies,293,30,2.1355209320225144,90.29407685035622,6752856,3083437
geography,110,11,2.1333821798097676,34.54375797437597,6752856,3083437
aviation,110,11,2.1333821798097676,34.54375797437597,6752856,3083437
tokyo,129,13,2.130962361998434,40.26353757301388,6752856,3083437
findings,244,25,2.130306889456087,75.15219672244352,6752856,3083437
field,1996,208,2.1283953596637333,606.3326749363812,6752856,3083437
objections,185,19,2.118914734233903,56.870624878166396,6752856,3083437
flies,204,21,2.118733854715,62.59340953970572,6752856,3083437
inaccurate,451,47,2.1177681456252593,136.99721086887482,6752856,3083437
disappear,488,51,2.1147558012605154,147.8908007911939,6752856,3083437
viewed,431,45,2.114463685455607,130.71980176228044,6752856,3083437
science,4874,515,2.110251486320775,1463.6649448927772,6752856,3083437
winds,250,26,2.1097879151073577,76.06866348236795,6752856,3083437
contradicts,277,29,2.1027424883509758,83.82356363369318,6752856,3083437
assertions,238,25,2.0944616905093647,71.82328411607327,6752856,3083437
precise,462,49,2.092994511799414,138.3027307840923,6752856,3083437
string,574,61,2.0926901537822222,171.54372834188024,6752856,3083437
variations,424,45,2.090867679829691,126.85541115219111,6752856,3083437
correction,228,24,2.0903820874182104,68.68526790899709,6752856,3083437
demonstrate,834,89,2.089994038573691,248.37420686880887,6752856,3083437
boat,534,57,2.085597663251464,158.99704339734149,6752856,3083437
videos,1744,188,2.0792187454010587,514.943578191994,6752856,3083437
craft,355,38,2.0759607853998627,105.44891391812727,6752856,3083437
prediction,474,51,2.0728053263132398,140.1815405580271,6752856,3083437
objection,262,28,2.0723251748640923,77.93035703842739,6752856,3083437
predict,961,104,2.070825491734363,282.8020603138092,6752856,3083437
momentum,500,54,2.068083510534416,147.39696354925002,6752856,3083437
tom,4897,533,2.0675268928058728,1433.9999283748887,6752856,3083437
apparent,1178,128,2.066153070531638,345.45854491469055,6752856,3083437
alaska,178,19,2.0634196216422,52.999014465780505,6752856,3083437
accurately,772,84,2.0615532629849014,226.12726816265518,6752856,3083437
pattern,532,58,2.0553145720051447,155.56405828322156,6752856,3083437
variation,368,40,2.054712382685794,107.88755883664213,6752856,3083437
upper,722,79,2.0530123985790345,210.46092984231825,6752856,3083437
corona,122,13,2.0507920133144504,36.37817893993838,6752856,3083437
terminator,203,22,2.0460734644119207,59.665846390806514,6752856,3083437
smaller,1463,162,2.0399526989682824,422.0380645009886,6752856,3083437
astronaut,211,23,2.038966577917661,61.70799844828643,6752856,3083437
refuted,121,13,2.038966577917661,35.82925307910099,6752856,3083437
surfaces,112,12,2.038966577917661,33.24189362864639,6752856,3083437
outline,112,12,2.038966577917661,33.24189362864639,6752856,3083437
water,4483,499,2.0351103910821813,1287.3056992330394,6752856,3083437
m,2241,250,2.030623567330829,642.242441486799,6752856,3083437
vector,272,30,2.0284166585767514,78.7379721296098,6752856,3083437
calendar,182,20,2.0232422256246445,52.85420890878978,6752856,3083437
proposed,475,53,2.020876120934765,136.1056547360243,6752856,3083437
chart,306,34,2.0202603833879613,88.00728422476895,6752856,3083437
navy,341,38,2.017996804070538,97.81986956857901,6752856,3083437
b),119,13,2.0150208822926285,34.736237685544296,6752856,3083437
explains,958,108,2.0121249656990203,271.9918199854658,6752856,3083437
increases,383,43,2.0091808481295534,109.14146871867243,6752856,3083437
bobby,277,31,2.0081056142129006,79.16036436981013,6752856,3083437
tall,434,49,2.0028973232101395,123.05471117127449,6752856,3083437
particles,529,60,1.9986652131930907,149.37310977173442,6752856,3083437
conclusions,598,68,1.996216930458324,168.46598592489357,6752856,3083437
hydrogen,335,38,1.9924239919806308,94.58505815101287,6752856,3083437
air,3324,384,1.981123450853335,923.0025686026548,6752856,3083437
straight,3425,396,1.9799633905496772,950.3126084300462,6752856,3083437
method,1842,213,1.9783982208372903,511.0277275863769,6752856,3083437
compute,116,13,1.9783402189661605,33.109197583569895,6752856,3083437
conclusive,159,18,1.9770008246112682,44.97319601289103,6752856,3083437
flew,202,23,1.9762308225696983,56.83907592009584,6752856,3083437
sink,270,31,1.9712464368022475,75.3980233309848,6752856,3083437
earthquakes,124,14,1.9710625134158577,35.158488906078375,6752856,3083437
reference,1735,203,1.9612922420377479,476.1153272841527,6752856,3083437
maximum,336,39,1.959723522908563,92.89283798780183,6752856,3083437
boundary,157,18,1.9587962292336778,43.900303500400085,6752856,3083437
fly,1398,164,1.9567623412162989,382.6948087153546,6752856,3083437
line,5713,672,1.9558101923158584,1559.9570163430437,6752856,3083437
theoretical,377,44,1.9536409797213923,103.69720066406086,6752856,3083437
derive,114,13,1.953357862408824,32.03314630193585,6752856,3083437
bounce,241,28,1.9520309411463803,66.56940990383791,6752856,3083437
detected,232,27,1.9487687689460826,63.98284387050967,6752856,3083437
hill,401,47,1.9484421456617156,109.86233721676355,6752856,3083437
landing,536,63,1.9477912504597048,146.46123896573346,6752856,3083437
towers,333,39,1.9468037794828308,91.29784840249368,6752856,3083437
senses,400,47,1.9448444005531111,109.33203609071093,6752856,3083437
falcon,113,13,1.940702561602795,31.49779973382374,6752856,3083437
demonstrated,617,73,1.9396645581110243,167.54993563744497,6752856,3083437
drawing,465,55,1.9372630676840366,126.30866558918345,6752856,3083437
occurs,423,50,1.9370482530557527,114.97025385479901,6752856,3083437
engineers,196,23,1.932838227056318,53.63827528953857,6752856,3083437
verification,104,12,1.9325445187815067,28.910543238396627,6752856,3083437
patterns,446,53,1.9300909551954246,120.61131175469959,6752856,3083437
facing,429,51,1.929055370430594,115.97034727271652,6752856,3083437
layers,262,31,1.9279352655289173,71.14410176257229,6752856,3083437
imaginary,203,24,1.9232167166263874,55.164571469292426,6752856,3083437
mountain,858,103,1.9212289429781575,229.78557239371685,6752856,3083437
results,2417,291,1.920989677639056,645.4932081001492,6752856,3083437
invisible,301,36,1.9152312094954163,80.90055627591411,6752856,3083437
predicting,144,17,1.914684242031061,39.18509056948685,6752856,3083437
refrain,342,41,1.9139623229763132,91.71299822573786,6752856,3083437
closer,1410,171,1.908967760888108,373.91298426513066,6752856,3083437
stellar,209,25,1.907422668203205,56.166323323733124,6752856,3083437
greeks,266,32,1.9046654862060701,71.09391523602774,6752856,3083437
lapse,143,17,1.9046654862060701,38.656782424238784,6752856,3083437
liquid,282,34,1.9026241769997296,75.20928830224048,6752856,3083437
experimentation,224,27,1.8982534976918362,59.75588098967812,6752856,3083437
publish,175,21,1.8981040420778115,46.885201114012574,6752856,3083437
underneath,183,22,1.8968247329888868,48.942704947725986,6752856,3083437
proved,615,75,1.896251883634727,162.20877073338133,6752856,3083437
moving,2721,334,1.893365496558982,713.089183560728,6752856,3083437
static,230,28,1.8847745027399452,60.7668519817228,6752856,3083437
emitted,141,17,1.8844168023622647,37.60464415112024,6752856,3083437
proving,521,64,1.8843377635718603,136.43722070965472,6752856,3083437
wave,851,105,1.881805107446706,221.8841154597117,6752856,3083437
tracking,277,34,1.8768610809346482,72.59615247304555,6752856,3083437
prove,3951,492,1.8732463549622151,1020.7372642857355,6752856,3083437
definitive,171,21,1.864841587946063,44.7928630369236,6752856,3083437
slowing,123,15,1.863212497673151,32.44175414667628,6752856,3083437
shrinking,115,14,1.8628096227638342,30.3834259908614,6752856,3083437
cheers,107,13,1.8623469239013402,28.325184932569094,6752856,3083437
unknown,678,85,1.857394067008305,173.97421648550613,6752856,3083437
proves,868,109,1.8566365555845683,222.3559930837075,6752856,3083437
instrument,249,31,1.8546576583126928,64.34314730614778,6752856,3083437
derived,288,36,1.8516445262408139,74.12056224520241,6752856,3083437
weight,951,120,1.8502120865194092,242.42802522144328,6752856,3083437
stays,254,32,1.8381956095225895,64.85336751545579,6752856,3083437
discovery,285,36,1.836563952958174,72.57407530839004,6752856,3083437
documented,355,45,1.8349526858960676,90.07518350051812,6752856,3083437
basics,222,28,1.833813088164367,56.61800014184972,6752856,3083437
scientist,540,69,1.8282513114864916,135.8938710313797,6752856,3083437
technologies,151,19,1.8268133410860512,38.60325896520634,6752856,3083437
relates,112,14,1.8248417725648136,28.824663095356524,6752856,3083437
decrease,205,26,1.8241157055938324,51.98638687882788,6752856,3083437
viewer,259,33,1.8225431143754571,65.37119428867231,6752856,3083437
i.e.,615,79,1.8217736676754506,153.92191011351704,6752856,3083437
insufficient,104,13,1.8215132063927628,26.765758588545342,6752856,3083437
transparent,212,27,1.8190008939757532,53.53210657805694,6752856,3083437
illustrate,165,21,1.8134642285804685,41.693032706367795,6752856,3083437
dynamics,165,21,1.8134642285804685,41.693032706367795,6752856,3083437
bubble,288,37,1.8126503946249504,72.07062198819423,6752856,3083437
behaves,103,13,1.8076410318112053,26.25017277657729,6752856,3083437
bridge,386,50,1.8051546976484012,95.76765036247207,6752856,3083437
beneath,248,32,1.8037758050091806,61.77999535085128,6752856,3083437
frame,1026,134,1.8010971260273265,252.3522436535813,6752856,3083437
appears,1757,230,1.7997276100059085,431.09340738506825,6752856,3083437
hologram,110,14,1.7989631407392084,27.795355137578525,6752856,3083437
uniform,277,36,1.7955609788327997,68.48513057945237,6752856,3083437
hidden,672,88,1.7948264838363377,164.8168501401442,6752856,3083437
linear,330,43,1.7946045421343122,81.36462200857275,6752856,3083437
approaches,178,23,1.794232988826811,44.27703550145206,6752856,3083437
misunderstanding,269,35,1.7934359197231722,66.42762770404268,6752856,3083437
tower,527,69,1.7931277873463887,129.27740536549177,6752856,3083437
match,1088,143,1.7922603419878673,265.80465559465694,6752856,3083437
approximate,185,24,1.7896071089809438,45.82610797898781,6752856,3083437
test,1637,216,1.7880975530607988,398.2580636882432,6752856,3083437
cube,290,38,1.7846493891849764,71.07890637724532,6752856,3083437
blur,124,16,1.7846493891849764,30.88999767542564,6752856,3083437
witnessed,184,24,1.7818087384205366,45.318460893791254,6752856,3083437
peak,229,30,1.7806545823262705,56.141557036258924,6752856,3083437
positions,582,77,1.7790314107427536,141.18523927002107,6752856,3083437
papers,311,41,1.777090498152426,75.7330696138732,6752856,3083437
errors,558,74,1.775286526496502,135.01761653363965,6752856,3083437
assumption,880,117,1.7747038237415573,212.34574450777964,6752856,3083437
nearby,168,22,1.7737932613275325,41.20421253503605,6752856,3083437
principle,752,100,1.7735376569434846,181.4233648500388,6752856,3083437
